id,compound_word,word1,word2,sandhi_type,rule_id
952,क्रतूक्थादिसूत्रान्ताट्ठक्,क्रतूक्थादिसूत्रान्तात्,ठक्,consonant,42060.0
953,क्रमादिभ्यो वुन्,क्रमादिभ्यः,वुन्,visarga,42061.0
954,अनुब्राह्मणादिनिः,अनुब्राह्मणात्,इनिः,consonant,42062.0
955,वसन्तादिभ्यष्ठक्,वसन्तादिभ्यः,ठक्,visarga,42063.0
956,प्रोक्ताल्लुक्,प्रोक्तात्,लुक्,consonant,42064.0
957,सूत्राच्च कोपधात्‌,सूत्रात्,च,consonant,42065.0
958,तदस्मिन्नस्तीति देशे तन्नाम्नि,तत्,अस्मिन्,consonant,42067.0
959,अदूरभवश्च,अदूरभवः,च,visarga,42070.0
960,ओरञ्,ओः,अञ्,visarga,42071.0
961,मतोश्च बह्वजङ्गात्‌,मतोः,च,consonant,42072.0
962,संकलादिभ्यश्च,सङ्कलादिभ्यः,च,visarga,42075.0
963,सुवास्त्वादिभ्योऽण्,सुवास्त्वादिभ्यः,अण्,visarga,42077.0
964,कोपधाच्च,कोपधात्,च,consonant,42079.0
965,वुञ्छण्कठजिलशेनिरढञ्ण्ययफक्फिञिञ्ञ्यकक्ठकोऽरीहणकृशाश्वर्श्यकुमुदकाशतृणप्रेक्षाऽश्मसखिसंकाशबलपक्षकर्णसुतंगमप्रगदिन्वराहकुमुदादिभ्यः,वुञ्छण्‍कठजिलशेनिरढञ्ण्ययफक्फिञिञ्ञ्यकक्ठकः,अरीहणकृशाश्वर्श्यकुमुदकाशतृणप्रेक्षाऽश्मसखिसंकाशबलपक्षकर्णसुतंगमप्रगदिन्वराहकुमुदादिभ्यः,visarga,42080.0
966,जनपदे लुप्‌,जनपदे,लुप्,consonant,42081.0
967,वरणादिभ्यश्च,वरणादिभ्यः,च,visarga,42082.0
968,शर्कराया वा,शर्करायाः,वा,visarga,42083.0
969,नद्यां मतुप्‌,नद्याम्,मतुप्,consonant,42085.0
970,मध्वादिभ्यश्च,मध्वादिभ्यः,च,visarga,42086.0
971,कुमुदनडवेतसेभ्यो ड्मतुप्‌,कुमुदनडवेतसेभ्यः,ड्‍मतुप्,visarga,42087.0
972,नडशादाड्ड्वलच्,नडशादात्,वलच्,consonant,42088.0
973,उत्करादिभ्यश्छः,उत्करादिभ्यः,छः,visarga,42090.0
974,नडादीनां कुक् च,नडादीनाम्,कुक्,consonant,42091.0
975,राष्ट्रावारपाराद्घखौ,राष्ट्रावारपारात्,घखौ,consonant,42093.0
976,ग्रामाद्यखञौ,ग्रामात्,यखञौ,consonant,42094.0
977,कत्त्र्यादिभ्यो ढकञ्,कत्त्र्यादिभ्यः,ढकञ्,visarga,42095.0
978,कुलकुक्षिग्रीवाभ्यः श्वास्यलंकारेषु,कुलकुक्षिग्रीवाभ्यः,श्वास्यलङ्कारेषु,visarga,42096.0
979,नद्यादिभ्यो ढक्,नद्यादिभ्यः,ढक्,visarga,42097.0
980,दक्षिणापश्चात्पुरसस्त्यक्,दक्षिणापश्चात्पुरसः,त्यक्,visarga,42098.0
981,रंकोरमनुष्येऽण् च,रङ्कोः,अमनुष्ये,consonant,42100.0
982,द्युप्रागपागुदक्प्रतीचो यत्‌,द्युप्रागपागुदक्प्रतीचः,यत्,visarga,42101.0
983,कन्थायाष्ठक्,कन्थायाः,ठक्,visarga,42102.0
984,अव्ययात्त्यप्‌,अव्ययात्,त्यप्,consonant,42104.0
985,ऐषमोह्यःश्वसोऽन्यतरस्याम्,ऐषमोह्यःश्वसः,अन्यतरस्याम्,visarga,42105.0
986,तीररूप्योत्तरपदादञ्ञौ,तीररूप्योत्तरपदात्,अञ्ञौ,consonant,42106.0
987,दिक्पूर्वपदादसंज्ञायां ञः,दिक्पूर्वपदात्,असंज्ञायाम्,consonant,42107.0
988,मद्रेभ्योऽञ्,मद्रेभ्यः,अञ्,visarga,42108.0
989,उदीच्यग्रामाच्च बह्वचोऽन्तोदात्तात्‌,उदीच्यग्रामात्,च,consonant,42109.0
990,प्रस्थोत्तरपदपलद्यादिकोपधादण्,प्रस्थोत्तरपदपलद्यादिकोपधात्,अण्,consonant,42110.0
991,कण्वादिभ्यो गोत्रे,कण्वादिभ्यः,गोत्रे,visarga,42111.0
992,इञश्च,इञः,च,visarga,42112.0
993,न द्व्यचः प्राच्यभरतेषु,न,द्‍व्यचः,consonant,42113.0
994,वृद्धाच्छः,वृद्धात्,छः,consonant,42114.0
995,भवतष्ठक्छसौ,भवतः,ठक्छसौ,visarga,42115.0
996,काश्यादिभ्यष्ठञ्ञिठौ,काश्यादिभ्यः,ठञ्ञिठौ,visarga,42116.0
997,वाहीकग्रामेभ्यश्च,वाहीकग्रामेभ्यः,च,visarga,42117.0
998,विभाषोशीनरेषु,विभाषा,उशीनरेषु,vowel,42118.0
999,ओर्देशे ठञ्,ओः,देशे,consonant,42119.0
1000,वृद्धात्‌ प्राचाम्,वृद्धात्,प्राचाम्,consonant,42120.0
1001,धन्वयोपधाद्वुञ्,धन्वयोपधात्,वुञ्,consonant,42121.0
1002,प्रस्थपुरवहान्ताच्च,प्रस्थपुरवहान्तात्,च,consonant,42122.0
1003,जनपदतदवध्योश्च,जनपदतदवध्योः,च,visarga,42124.0
1004,अवृद्धादपि बहुवचनविषयात्‌,अवृद्धात्,अपि,consonant,42125.0
1005,धूमादिभ्यश्च,धूमादिभ्यः,च,visarga,42127.0
1006,नगरात्‌ कुत्सनप्रावीण्ययोः,नगरात्,कुत्सनप्रावीण्ययोः,consonant,42128.0
